model,prompt_language,task,prompt_condition,metric,llm_n,human_n,llm_mean,human_mean,human_sd,signed_human_sd_scaled_mean_deviation,absolute_human_sd_scaled_mean_deviation,human_reference_lower,human_reference_upper,llm_mean_reference_position,llm_runs_within_human_reference_proportion
GPT-5.4 Mini,en,igt,role_human,advantageous_choice_rate,20,504,0.8579999999999999,0.5380952380952376,0.15892013466496727,2.0129907552569097,2.0129907552569097,0.20575000000000002,0.85,above,0.2
GPT-4.1,en,igt,baseline,post_loss_switching_rate,20,504,0.5696839372521529,0.6946879629435914,0.2644652381511809,-0.47266713222998397,0.47266713222998397,0.15595486111111112,1.0,within,1.0
GPT-4.1,es,igt,baseline,post_loss_switching_rate,20,504,0.6134435817805385,0.6946879629435914,0.2644652381511809,-0.30720249561346785,0.30720249561346785,0.15595486111111112,1.0,within,1.0
GPT-4.1,zh-CN,igt,baseline,post_loss_switching_rate,20,504,0.29153947947051384,0.6946879629435914,0.2644652381511809,-1.5243912065396614,1.5243912065396614,0.15595486111111112,1.0,within,1.0
GPT-5.4,en,igt,baseline,post_loss_switching_rate,20,504,0.6012228776125834,0.6946879629435914,0.2644652381511809,-0.3534116089675985,0.3534116089675985,0.15595486111111112,1.0,within,1.0
GPT-5.4 Mini,en,igt,baseline,post_loss_switching_rate,20,504,0.41695221445221453,0.6946879629435914,0.2644652381511809,-1.0501786564955273,1.0501786564955273,0.15595486111111112,1.0,within,1.0
GPT-4.1,en,igt,detailed,post_loss_switching_rate,20,504,0.6377637869377001,0.6946879629435914,0.2644652381511809,-0.21524256421689233,0.21524256421689233,0.15595486111111112,1.0,within,1.0
GPT-4.1,es,igt,detailed,post_loss_switching_rate,20,504,0.6717843026538677,0.6946879629435914,0.2644652381511809,-0.08660367029647527,0.08660367029647527,0.15595486111111112,1.0,within,1.0
GPT-4.1,zh-CN,igt,detailed,post_loss_switching_rate,20,504,0.6691558441558441,0.6946879629435914,0.2644652381511809,-0.09654243773675818,0.09654243773675818,0.15595486111111112,1.0,within,1.0
GPT-5.4,en,igt,detailed,post_loss_switching_rate,20,504,0.5609172631180743,0.6946879629435914,0.2644652381511809,-0.5058158144362525,0.5058158144362525,0.15595486111111112,1.0,within,1.0
GPT-5.4 Mini,en,igt,detailed,post_loss_switching_rate,20,504,0.4305540394564785,0.6946879629435914,0.2644652381511809,-0.9987472279291442,0.9987472279291442,0.15595486111111112,1.0,within,0.95
GPT-4.1,en,igt,reward_loss_emphasis,post_loss_switching_rate,20,504,0.46860780955608544,0.6946879629435914,0.2644652381511809,-0.8548577308987118,0.8548577308987118,0.15595486111111112,1.0,within,1.0
GPT-4.1,es,igt,reward_loss_emphasis,post_loss_switching_rate,20,504,0.6354429387038083,0.6946879629435914,0.2644652381511809,-0.22401819102560386,0.22401819102560386,0.15595486111111112,1.0,within,1.0
GPT-4.1,zh-CN,igt,reward_loss_emphasis,post_loss_switching_rate,20,504,0.38049445266836557,0.6946879629435914,0.2644652381511809,-1.1880333024925487,1.1880333024925487,0.15595486111111112,1.0,within,1.0
GPT-5.4,en,igt,reward_loss_emphasis,post_loss_switching_rate,20,504,0.6193672993672992,0.6946879629435914,0.2644652381511809,-0.2848036441493884,0.2848036441493884,0.15595486111111112,1.0,within,1.0
GPT-5.4 Mini,en,igt,reward_loss_emphasis,post_loss_switching_rate,20,504,0.35019230769230775,0.6946879629435914,0.2644652381511809,-1.3026122361470944,1.3026122361470944,0.15595486111111112,1.0,within,1.0
GPT-4.1,en,igt,role_human,post_loss_switching_rate,20,504,0.6111709956709956,0.6946879629435914,0.2644652381511809,-0.3157956329400594,0.3157956329400594,0.15595486111111112,1.0,within,1.0
GPT-4.1,es,igt,role_human,post_loss_switching_rate,20,504,0.6389610389610388,0.6946879629435914,0.2644652381511809,-0.21071549657008748,0.21071549657008748,0.15595486111111112,1.0,within,1.0
GPT-4.1,zh-CN,igt,role_human,post_loss_switching_rate,20,504,0.4904268174354381,0.6946879629435914,0.2644652381511809,-0.7723553648717639,0.7723553648717639,0.15595486111111112,1.0,within,1.0
GPT-5.4,en,igt,role_human,post_loss_switching_rate,20,504,0.612206004779534,0.6946879629435914,0.2644652381511809,-0.3118820406820602,0.3118820406820602,0.15595486111111112,1.0,within,1.0
GPT-5.4 Mini,en,igt,role_human,post_loss_switching_rate,20,504,0.3620454545454545,0.6946879629435914,0.2644652381511809,-1.2577929361286515,1.2577929361286515,0.15595486111111112,1.0,within,1.0
